id_client,churn,score_churn,risque_ml
73221218,0,0.4263,Moyen
73221233,1,0.3919,Moyen
73221236,0,0.4098,Moyen
73221254,1,0.4177,Moyen
73221260,0,0.0178,Faible
73221262,0,0.0234,Faible
73221264,1,0.9977,Haut
73221275,0,0.2848,Faible
73221277,0,0.0133,Faible
73221299,1,0.9978,Haut
73221309,0,0.5254,Moyen
73221314,0,0.4187,Moyen
73221324,1,0.3728,Moyen
73221337,0,0.3988,Moyen
73221342,0,0.0091,Faible
73221348,0,0.5821,Moyen
73221351,0,0.0169,Faible
73221352,0,0.0188,Faible
73221359,1,0.9978,Haut
73221369,0,0.0301,Faible
73221370,0,0.3211,Moyen
73221387,0,0.2115,Faible
73221392,1,0.9978,Haut
73221393,0,0.0103,Faible
73221405,0,0.0119,Faible
73221413,0,0.2575,Faible
73221415,0,0.0079,Faible
73221417,0,0.2719,Faible
73221418,0,0.2433,Faible
73221422,1,0.5387,Moyen
73221426,0,0.0099,Faible
73221434,1,0.9973,Haut
73221437,1,0.9978,Haut
73221438,0,0.3154,Moyen
73221443,0,0.2511,Faible
73221448,1,0.9978,Haut
73221450,0,0.3691,Moyen
73221451,0,0.3919,Moyen
73221457,1,0.9977,Haut
73221462,0,0.2719,Faible
73221470,0,0.3988,Moyen
73221476,0,0.3232,Moyen
73221480,0,0.2511,Faible
73221483,0,0.0285,Faible
73221491,0,0.382,Moyen
73221497,0,0.3988,Moyen
73221510,0,0.2274,Faible
73221530,1,0.9978,Haut
73221550,1,0.9969,Haut
73221551,0,0.3942,Moyen
73221556,0,0.019,Faible
73221558,1,0.9978,Haut
73221569,0,0.4244,Moyen
73221574,0,0.2847,Faible
73221576,0,0.0088,Faible
73221578,0,0.0085,Faible
73221584,1,0.3988,Moyen
73221586,0,0.1459,Faible
73221592,1,0.9978,Haut
73221593,1,0.9978,Haut
73221611,0,0.4144,Moyen
73221618,0,0.0079,Faible
73221630,0,0.0099,Faible
73221643,0,0.2731,Faible
73221646,0,0.3232,Moyen
73221648,0,0.0092,Faible
73221650,0,0.3163,Moyen
73221667,0,0.0139,Faible
73221690,0,0.382,Moyen
73221698,0,0.0101,Faible
73221699,0,0.3232,Moyen
73221705,0,0.0116,Faible
73221706,0,0.1923,Faible
73221708,0,0.0314,Faible
73221714,0,0.1968,Faible
73221724,0,0.0237,Faible
73221821,0,0.2226,Faible
73222022,0,0.0078,Faible
73222322,1,0.9977,Haut
73222357,1,0.9973,Haut
73222371,1,0.9978,Haut
73222727,0,0.0079,Faible
73222915,0,0.0078,Faible
73223763,0,0.0078,Faible
73223840,0,0.0068,Faible
73223888,0,0.0138,Faible
73224008,1,0.402,Moyen
73224047,0,0.0108,Faible
73224076,1,0.3021,Moyen
73224116,1,0.589,Moyen
73224124,1,0.9973,Haut
73224131,0,0.016,Faible
73224132,1,0.0134,Faible
73224144,0,0.3617,Moyen
73224145,0,0.1626,Faible
73224208,1,0.9977,Haut
73224209,1,0.9978,Haut
73224211,0,0.2959,Faible
73224223,1,0.9978,Haut
73224226,1,0.9977,Haut
73224267,0,0.0286,Faible
73224277,1,0.9978,Haut
73224280,1,0.9978,Haut
73224282,1,0.9978,Haut
73224288,0,0.1632,Faible
73224291,0,0.3691,Moyen
73224326,1,0.9978,Haut
73224364,0,0.402,Moyen
73224365,1,0.9977,Haut
73224383,0,0.0068,Faible
73224417,0,0.0101,Faible
73224439,1,0.3988,Moyen
73224442,1,0.9967,Haut
73224455,0,0.3077,Moyen
73224503,0,0.0082,Faible
73224573,0,0.0063,Faible
73224588,0,0.0286,Faible
73224864,1,0.9977,Haut
73224893,0,0.0078,Faible
73224912,0,0.0083,Faible
73225100,0,0.0232,Faible
73225120,0,0.0472,Faible
73225676,0,0.0094,Faible
73226356,1,0.9977,Haut
73226605,0,0.0119,Faible
73226697,0,0.0112,Faible
73227013,1,0.9967,Haut
73227090,0,0.0078,Faible
73227257,0,0.0063,Faible
73227286,0,0.0075,Faible
73227334,1,0.3468,Moyen
73227860,0,0.0093,Faible
73228314,0,0.0207,Faible
73228555,0,0.0053,Faible
73228726,0,0.0093,Faible
73228873,0,0.0081,Faible
73229484,1,0.9973,Haut
73229575,1,0.9978,Haut
73229948,0,0.0068,Faible
73230018,0,0.2892,Faible
73230024,0,0.3161,Moyen
73230066,0,0.1974,Faible
73230106,0,0.0148,Faible
73230118,0,0.3902,Moyen
73230128,0,0.3073,Moyen
73230143,1,0.9978,Haut
73230166,1,0.9978,Haut
73230176,1,0.9978,Haut
73230227,0,0.4789,Moyen
73230247,1,0.9977,Haut
73230249,0,0.0886,Faible
73230251,0,0.2511,Faible
73230301,1,0.9978,Haut
73230307,0,0.0206,Faible
73230314,0,0.2138,Faible
73230370,0,0.0054,Faible
73230502,1,0.9978,Haut
73230579,1,0.9978,Haut
73230604,1,0.9978,Haut
73230607,0,0.025,Faible
73230647,0,0.0581,Faible
73230857,0,0.0068,Faible
73230879,0,0.0123,Faible
73230963,0,0.0153,Faible
73230968,0,0.4263,Moyen
73230969,1,0.9967,Haut
73230971,0,0.3967,Moyen
73231013,0,0.5402,Moyen
73231072,0,0.3624,Moyen
73231074,0,0.0091,Faible
73231079,1,0.9977,Haut
73231082,0,0.382,Moyen
73231119,1,0.9978,Haut
73231179,1,0.621,Haut
73231192,0,0.3893,Moyen
73231256,0,0.3968,Moyen
73231257,1,0.9978,Haut
73231327,1,0.4162,Moyen
73231328,0,0.6661,Haut
73231345,1,0.9977,Haut
73231358,0,0.0348,Faible
73231369,0,0.2642,Faible
73231376,1,0.9977,Haut
73231382,0,0.2167,Faible
73231392,1,0.9978,Haut
73231464,1,0.9978,Haut
73231472,1,0.9978,Haut
73231505,0,0.0184,Faible
73231604,0,0.18,Faible
73231659,1,0.9978,Haut
73231716,1,0.9967,Haut
73231729,1,0.3232,Moyen
73231788,1,0.3978,Moyen
73231841,1,0.3988,Moyen
73231915,1,0.9978,Haut
73231928,0,0.2195,Faible
73231966,1,0.9977,Haut
73231993,0,0.0125,Faible
73232001,1,0.3423,Moyen
73232190,0,0.3988,Moyen
73232198,0,0.0234,Faible
73232201,0,0.0134,Faible
73232213,0,0.621,Haut
73232240,1,0.9977,Haut
73232274,0,0.3154,Moyen
73232320,1,0.9967,Haut
73232409,0,0.2337,Faible
73232433,1,0.9978,Haut
73232495,0,0.009,Faible
73232505,1,0.9978,Haut
73232509,0,0.4839,Moyen
73232567,1,0.9978,Haut
73232609,0,0.3893,Moyen
73232912,0,0.0115,Faible
73232982,1,0.9978,Haut
73233016,1,0.9973,Haut
73233029,0,0.0045,Faible
73233048,0,0.0234,Faible
73233216,0,0.0151,Faible
73233693,0,0.0203,Faible
73233722,1,0.9977,Haut
73234060,0,0.0286,Faible
73234097,0,0.0252,Faible
73234111,0,0.0487,Faible
73234156,0,0.2575,Faible
73234351,0,0.0083,Faible
73234407,0,0.0154,Faible
73234812,0,0.0093,Faible
73234823,0,0.0108,Faible
73234838,0,0.0131,Faible
73235000,0,0.0098,Faible
73235278,0,0.0192,Faible
73235400,1,0.9978,Haut
73235713,0,0.0759,Faible
73235859,0,0.0274,Faible
73237113,1,0.9973,Haut
73237396,0,0.0101,Faible
73237563,1,0.9977,Haut
73238032,0,0.0092,Faible
73238033,0,0.0108,Faible
73238037,0,0.32,Moyen
73238088,0,0.0134,Faible
73238145,0,0.3893,Moyen
73238235,1,0.5987,Moyen
73238307,0,0.0054,Faible
73238351,1,0.4155,Moyen
73238393,0,0.2703,Faible
73238410,0,0.0085,Faible
73238487,1,0.9977,Haut
73238560,0,0.0173,Faible
73238714,0,0.0409,Faible
73238741,0,0.3149,Moyen
73238849,0,0.5884,Moyen
73238867,0,0.3036,Moyen
73238884,0,0.2597,Faible
73238895,1,0.9978,Haut
73238907,0,0.382,Moyen
73239002,0,0.1931,Faible
73239005,1,0.678,Haut
73239012,1,0.5254,Moyen
73239029,1,0.9978,Haut
73239033,1,0.1968,Faible
73239046,1,0.9977,Haut
73239049,1,0.4789,Moyen
73239054,1,0.3468,Moyen
73239055,0,0.0094,Faible
73239059,0,0.1864,Faible
73239060,0,0.382,Moyen
73239062,0,0.0114,Faible
73239066,0,0.3691,Moyen
73239073,0,0.1476,Faible
73239075,1,0.9978,Haut
73239077,0,0.0119,Faible
73239086,0,0.402,Moyen
73239097,0,0.0138,Faible
73239101,0,0.2033,Faible
73239106,0,0.414,Moyen
73239107,1,0.382,Moyen
73239120,0,0.4155,Moyen
73239123,0,0.2511,Faible
73239124,1,0.9978,Haut
73239126,0,0.3988,Moyen
73239127,1,0.9978,Haut
73239129,1,0.68,Haut
73239131,0,0.3988,Moyen
73239137,1,0.9978,Haut
73239150,0,0.449,Moyen
73239159,0,0.3154,Moyen
73239162,1,0.5387,Moyen
73239168,1,0.9978,Haut
73239169,0,0.28,Faible
73239182,0,0.0095,Faible
73239196,0,0.1444,Faible
73240026,0,0.2511,Faible
73240067,1,0.9977,Haut
73240092,0,0.2657,Faible
73240109,0,0.3468,Moyen
73240182,1,0.3451,Moyen
73240232,0,0.5682,Moyen
73240259,0,0.143,Faible
73240304,0,0.3696,Moyen
73240318,0,0.3988,Moyen
73240328,0,0.3468,Moyen
73240395,0,0.0131,Faible
73240407,1,0.4203,Moyen
73240429,1,0.3451,Moyen
73240430,0,0.0148,Faible
73240494,0,0.3814,Moyen
73240504,1,0.9977,Haut
73240526,0,0.3232,Moyen
73240527,1,0.4768,Moyen
73240529,0,0.184,Faible
73240542,0,0.5884,Moyen
73240549,0,0.0149,Faible
73240550,0,0.0078,Faible
73240577,0,0.0185,Faible
73240594,0,0.0084,Faible
73240596,1,0.9977,Haut
73240627,1,0.9967,Haut
73240650,0,0.2385,Faible
73240672,0,0.3014,Moyen
73240697,1,0.4263,Moyen
73240705,0,0.2686,Faible
73240708,0,0.2138,Faible
73240741,1,0.2238,Faible
73240745,1,0.9978,Haut
73240747,0,0.2529,Faible
73240755,0,0.3285,Moyen
73240780,0,0.0087,Faible
73240814,0,0.31,Moyen
73240873,0,0.0101,Faible
73240939,1,0.5606,Moyen
73240964,1,0.9977,Haut
73240965,1,0.9978,Haut
73241016,0,0.3988,Moyen
73241021,1,0.2511,Faible
73241066,0,0.3118,Moyen
73241098,0,0.5682,Moyen
73241106,1,0.9977,Haut
73241134,0,0.303,Moyen
73241137,0,0.3077,Moyen
73241279,0,0.0785,Faible
73241292,0,0.3468,Moyen
73241354,1,0.9978,Haut
73241417,0,0.2136,Faible
73241453,0,0.0083,Faible
73241484,0,0.026,Faible
73241569,1,0.9969,Haut
73241591,0,0.2511,Faible
73241603,0,0.1866,Faible
73241627,1,0.9967,Haut
73241632,0,0.009,Faible
73241661,0,0.5402,Moyen
73241666,1,0.3602,Moyen
73241671,0,0.2331,Faible
73241725,0,0.2511,Faible
73241729,0,0.0758,Faible
73241763,1,0.9978,Haut
73241769,1,0.9973,Haut
73241818,1,0.2776,Faible
73241830,1,0.3431,Moyen
73241868,0,0.0134,Faible
73241888,0,0.31,Moyen
73241907,1,0.2754,Faible
73241913,0,0.3988,Moyen
73241941,0,0.3154,Moyen
73241955,1,0.9978,Haut
73241966,0,0.5682,Moyen
73241999,0,0.4506,Moyen
73242002,0,0.0076,Faible
73242007,1,0.5682,Moyen
73242010,1,0.9977,Haut
73242061,1,0.9978,Haut
73242111,0,0.383,Moyen
73242162,0,0.0148,Faible
73242166,1,0.9967,Haut
73242167,0,0.0091,Faible
73242176,0,0.3232,Moyen
73242191,0,0.2511,Faible
73242230,1,0.9978,Haut
73242297,0,0.01,Faible
73242306,0,0.0067,Faible
73242353,0,0.0562,Faible
73242386,1,0.9977,Haut
73242431,0,0.3702,Moyen
73242455,0,0.0175,Faible
73242456,0,0.0562,Faible
73242486,0,0.0032,Faible
73242493,1,0.3564,Moyen
73242494,0,0.4267,Moyen
73242499,0,0.2399,Faible
73242561,0,0.0083,Faible
73242562,1,0.9978,Haut
73242589,0,0.3154,Moyen
73242602,0,0.0237,Faible
73242611,0,0.18,Faible
73242612,0,0.3232,Moyen
73242622,0,0.2637,Faible
73242630,0,0.402,Moyen
73242660,0,0.1225,Faible
73242669,0,0.2308,Faible
73242704,1,0.5115,Moyen
73242718,0,0.3254,Moyen
73242732,0,0.2081,Faible
73242755,0,0.3988,Moyen
73242774,0,0.0141,Faible
73242785,0,0.4263,Moyen
73242804,1,0.9977,Haut
73242813,0,0.3017,Moyen
73242828,0,0.3942,Moyen
73242858,1,0.9978,Haut
73242862,1,0.9978,Haut
73242904,1,0.9978,Haut
73242921,1,0.9978,Haut
73242936,1,0.998,Haut
73242946,0,0.0078,Faible
73243018,1,0.5402,Moyen
73243026,1,0.9977,Haut
73243031,0,0.2495,Faible
73243038,1,0.2309,Faible
73243086,1,0.9977,Haut
73243115,0,0.3468,Moyen
73243130,1,0.9977,Haut
73243133,0,0.382,Moyen
73243153,0,0.3621,Moyen
73243204,0,0.2594,Faible
73243232,0,0.1759,Faible
73243277,0,0.2407,Faible
73243308,1,0.3962,Moyen
73243328,0,0.2511,Faible
73243433,0,0.2878,Faible
73243451,1,0.9973,Haut
73243516,0,0.0134,Faible
73243552,1,0.9977,Haut
73243613,1,0.9967,Haut
73243618,1,0.2999,Faible
73243633,1,0.9967,Haut
73243634,0,0.2797,Faible
73243667,0,0.4263,Moyen
73243673,0,0.0078,Faible
73243773,0,0.5884,Moyen
73243799,1,0.9977,Haut
73243830,1,0.9977,Haut
73243904,1,0.3232,Moyen
73243908,1,0.9977,Haut
73243925,1,0.2775,Faible
73243944,1,0.9978,Haut
73243974,1,0.9978,Haut
73243981,0,0.2229,Faible
73243982,0,0.5682,Moyen
73244012,0,0.3988,Moyen
73244030,1,0.9977,Haut
73244037,0,0.2004,Faible
73244071,0,0.2731,Faible
73244080,1,0.6495,Haut
73244156,1,0.9969,Haut
73244195,0,0.2055,Faible
73244221,0,0.2878,Faible
73244228,0,0.0167,Faible
73244279,0,0.1335,Faible
73244315,1,0.3451,Moyen
73244316,0,0.2878,Faible
73244323,1,0.9978,Haut
73244326,1,0.3294,Moyen
73244338,0,0.2506,Faible
73244343,0,0.5884,Moyen
73244344,1,0.9977,Haut
73244349,1,0.3942,Moyen
73244352,1,0.9977,Haut
73244354,1,0.5884,Moyen
73244374,0,0.3988,Moyen
73244404,0,0.0083,Faible
73244406,1,0.4506,Moyen
73244409,0,0.1309,Faible
73244418,0,0.0082,Faible
73244422,0,0.2251,Faible
73244522,1,0.9977,Haut
73244576,0,0.1265,Faible
73244702,0,0.0041,Faible
73244787,0,0.0126,Faible
73244977,1,0.9973,Haut
73244979,0,0.3988,Moyen
73244990,1,0.9967,Haut
73244995,1,0.9969,Haut
73244997,1,0.9973,Haut
73245012,0,0.3052,Moyen
73245019,0,0.2273,Faible
73245039,1,0.3904,Moyen
73245044,1,0.3919,Moyen
73245068,0,0.3978,Moyen
73245074,0,0.103,Faible
73245081,0,0.1598,Faible
73245088,0,0.0048,Faible
73245101,1,0.9978,Haut
73245104,0,0.2662,Faible
73245108,0,0.5884,Moyen
73245116,0,0.3232,Moyen
73245121,0,0.1751,Faible
73245126,0,0.3904,Moyen
73245130,1,0.2023,Faible
73245149,0,0.4263,Moyen
73245152,0,0.402,Moyen
73245157,1,0.2197,Faible
73245176,0,0.1459,Faible
73245206,0,0.2878,Faible
73245208,1,0.9977,Haut
73245220,0,0.1657,Faible
73245371,0,0.0758,Faible
73245376,0,0.382,Moyen
73245403,0,0.0853,Faible
73245422,0,0.5381,Moyen
73245423,0,0.2511,Faible
73245427,0,0.2511,Faible
73245429,0,0.1407,Faible
73245433,0,0.4263,Moyen
73245445,1,0.9977,Haut
73245449,0,0.3468,Moyen
73245451,0,0.3988,Moyen
73245454,0,0.382,Moyen
73245789,0,0.2511,Faible
73245851,0,0.163,Faible
73245873,0,0.0562,Faible
73245884,0,0.3988,Moyen
73245959,1,0.5682,Moyen
73245969,1,0.3468,Moyen
73246011,0,0.0093,Faible
73246038,0,0.1998,Faible
73246051,1,0.1661,Faible
73246052,1,0.9973,Haut
73246060,1,0.3017,Moyen
73246062,1,0.3043,Moyen
73246085,0,0.022,Faible
73246100,0,0.0078,Faible
73246104,0,0.2381,Faible
73246153,1,0.9967,Haut
73246159,0,0.157,Faible
73246162,0,0.0078,Faible
73246163,0,0.1421,Faible
73246170,0,0.3735,Moyen
73246179,1,0.2263,Faible
73246183,1,0.4263,Moyen
73246443,1,0.3131,Moyen
73246447,0,0.0093,Faible
73246461,0,0.1602,Faible
73246492,0,0.2027,Faible
73246497,0,0.2999,Faible
73246515,0,0.4556,Moyen
73246655,1,0.3796,Moyen
73246727,0,0.4079,Moyen
73246899,1,0.2878,Faible
73247343,0,0.0131,Faible
73247993,0,0.0596,Faible
73248032,0,0.0093,Faible
73248056,0,0.5884,Moyen
73248063,0,0.3423,Moyen
73248071,0,0.0125,Faible
73248084,0,0.0064,Faible
73248184,0,0.0286,Faible
73248195,0,0.0205,Faible
73248232,0,0.0102,Faible
73248238,1,0.9977,Haut
73248266,1,0.9977,Haut
73248332,0,0.174,Faible
73248351,0,0.0237,Faible
73248352,0,0.1492,Faible
73248358,0,0.4263,Moyen
73248374,1,0.9978,Haut
73248442,0,0.2876,Faible
73248465,0,0.225,Faible
73248471,1,0.9978,Haut
73248516,1,0.9978,Haut
73248529,0,0.0161,Faible
73248530,1,0.3418,Moyen
73248533,0,0.1982,Faible
73248558,1,0.9977,Haut
73248571,0,0.0136,Faible
73248572,0,0.0086,Faible
73248598,0,0.3013,Moyen
73248614,0,0.3919,Moyen
73248619,0,0.0103,Faible
73248629,0,0.0085,Faible
73248680,0,0.0099,Faible
73248704,0,0.0937,Faible
73248712,1,0.9977,Haut
73248737,0,0.0192,Faible
73248743,0,0.3228,Moyen
73248745,0,0.3468,Moyen
73248777,1,0.9977,Haut
73248779,1,0.9978,Haut
73248780,0,0.382,Moyen
73248789,0,0.0314,Faible
73248794,0,0.0161,Faible
73248795,0,0.3161,Moyen
73248813,0,0.0136,Faible
73248819,0,0.0169,Faible
73248820,0,0.0279,Faible
73248831,0,0.0055,Faible
73248851,0,0.0244,Faible
73248852,0,0.0073,Faible
73248853,0,0.0237,Faible
73248863,0,0.4263,Moyen
73248869,0,0.0154,Faible
73248874,0,0.0206,Faible
73248875,0,0.1831,Faible
73248876,0,0.0133,Faible
73248878,0,0.1968,Faible
73248892,0,0.3988,Moyen
73248894,0,0.0065,Faible
73248903,0,0.2077,Faible
73248904,0,0.01,Faible
73248911,0,0.0103,Faible
73248972,0,0.3154,Moyen
73248985,0,0.2012,Faible
73249072,0,0.6279,Haut
73249084,0,0.1224,Faible
73249126,0,0.3017,Moyen
73249148,0,0.2225,Faible
73249153,0,0.0133,Faible
73249160,0,0.5937,Moyen
73249196,1,0.9967,Haut
73249332,0,0.3806,Moyen
73249395,0,0.405,Moyen
73249403,0,0.3778,Moyen
73249408,0,0.5402,Moyen
73249466,0,0.0059,Faible
73249533,0,0.5682,Moyen
73249600,1,0.9973,Haut
73249656,1,0.4277,Moyen
73249673,1,0.9977,Haut
73249793,0,0.4945,Moyen
73249827,0,0.5402,Moyen
73249868,0,0.1693,Faible
73250035,0,0.0507,Faible
73250051,1,0.9978,Haut
73250053,0,0.0151,Faible
73250157,1,0.9977,Haut
73250207,0,0.2959,Faible
73250240,1,0.9973,Haut
73250259,0,0.0299,Faible
73250310,0,0.0123,Faible
73250342,0,0.0188,Faible
73250370,1,0.9978,Haut
73250420,0,0.0327,Faible
73250422,0,0.5884,Moyen
73250433,0,0.0052,Faible
73250448,0,0.0299,Faible
73250453,1,0.9978,Haut
73250468,0,0.0244,Faible
73250486,0,0.0068,Faible
73250495,0,0.0126,Faible
73250531,1,0.9978,Haut
73250630,0,0.4263,Moyen
73250657,0,0.2315,Faible
73250662,0,0.0139,Faible
73250666,1,0.9977,Haut
73250687,0,0.0156,Faible
73250690,0,0.0279,Faible
73250736,0,0.2914,Faible
73250793,1,0.1299,Faible
73250833,0,0.0201,Faible
73250850,0,0.0185,Faible
73250937,0,0.0134,Faible
73250942,0,0.4679,Moyen
73250976,0,0.2735,Faible
73250986,1,0.9978,Haut
73250989,1,0.9977,Haut
73251029,0,0.0093,Faible
73251049,0,0.2525,Faible
73251131,0,0.3379,Moyen
73251137,0,0.0128,Faible
73251139,1,0.3942,Moyen
73251147,0,0.382,Moyen
73251219,0,0.2892,Faible
73251243,0,0.0585,Faible
73251292,0,0.22,Faible
73251322,0,0.2311,Faible
73251326,0,0.0192,Faible
73251442,0,0.0103,Faible
73251513,0,0.2012,Faible
73251544,1,0.6095,Haut
73251653,0,0.0091,Faible
73251658,0,0.1459,Faible
73251665,0,0.402,Moyen
73251778,0,0.3232,Moyen
73251832,0,0.0153,Faible
73251856,0,0.1121,Faible
73251958,0,0.2943,Faible
73252183,1,0.9978,Haut
73252218,0,0.0068,Faible
73252362,0,0.0197,Faible
73252399,0,0.0244,Faible
73252680,0,0.0084,Faible
73252723,0,0.0151,Faible
73252780,1,0.9977,Haut
73252876,0,0.0245,Faible
73253014,1,0.9978,Haut
73253067,1,0.9967,Haut
73253127,1,0.9978,Haut
73253151,1,0.0882,Faible
73253163,0,0.2731,Faible
73253197,0,0.0101,Faible
73253207,0,0.4285,Moyen
73253208,0,0.2412,Faible
73253242,0,0.0103,Faible
73253295,0,0.0113,Faible
73253317,0,0.3241,Moyen
73253338,0,0.0162,Faible
73253393,0,0.006,Faible
73253428,0,0.1615,Faible
73253555,1,0.9977,Haut
73253611,0,0.0928,Faible
73253639,0,0.0331,Faible
73253680,1,0.1757,Faible
73253696,0,0.0126,Faible
73253816,0,0.402,Moyen
73253940,1,0.9969,Haut
73253949,0,0.1507,Faible
73253968,0,0.0068,Faible
73253990,1,0.9977,Haut
73254032,1,0.9978,Haut
73254040,0,0.0109,Faible
73254144,0,0.0112,Faible
73254153,0,0.0279,Faible
73254201,0,0.3329,Moyen
73254238,1,0.9965,Haut
73254273,1,0.9978,Haut
73254280,0,0.2614,Faible
73254287,0,0.4561,Moyen
73254341,1,0.9978,Haut
73254347,0,0.0136,Faible
73254422,0,0.3988,Moyen
73254431,0,0.0224,Faible
73254521,1,0.2263,Faible
73254560,0,0.1843,Faible
73254578,1,0.9977,Haut
73254616,0,0.0061,Faible
73254639,1,0.9978,Haut
73254656,0,0.0279,Faible
73254900,1,0.9977,Haut
73254932,0,0.4287,Moyen
73255008,0,0.1189,Faible
73255012,1,0.9978,Haut
73255091,0,0.0244,Faible
73255119,0,0.2511,Faible
73255126,1,0.2012,Faible
73255156,1,0.9978,Haut
73255165,0,0.2973,Faible
73255272,0,0.1462,Faible
73255412,0,0.2055,Faible
73255581,0,0.0067,Faible
73255592,0,0.0136,Faible
73255693,1,0.9978,Haut
73255695,0,0.0192,Faible
73255936,0,0.0074,Faible
73255995,0,0.3919,Moyen
73256079,0,0.3232,Moyen
73256271,1,0.9967,Haut
73256298,0,0.3988,Moyen
73256331,0,0.015,Faible
73256362,0,0.2847,Faible
73256399,1,0.5347,Moyen
73256406,0,0.2847,Faible
73256447,0,0.0142,Faible
73256475,0,0.0115,Faible
73256476,0,0.0099,Faible
73256484,0,0.2055,Faible
73256547,0,0.0202,Faible
73256555,0,0.0188,Faible
73256572,0,0.0126,Faible
73256685,0,0.2079,Faible
73256714,0,0.0235,Faible
73256732,0,0.0073,Faible
73256734,0,0.0134,Faible
73256766,0,0.0093,Faible
73256789,0,0.4174,Moyen
73256797,1,0.9978,Haut
73256817,0,0.007,Faible
73256851,0,0.0122,Faible
73256856,0,0.007,Faible
73256868,0,0.0281,Faible
73256874,0,0.4277,Moyen
73256890,0,0.0214,Faible
73256912,0,0.2543,Faible
73256930,0,0.0259,Faible
73256931,0,0.3862,Moyen
73256938,0,0.0125,Faible
73256939,0,0.2441,Faible
73256969,0,0.3149,Moyen
73256971,0,0.0133,Faible
73256979,1,0.6062,Haut
73256991,0,0.0084,Faible
73257017,0,0.0052,Faible
73257018,1,0.9978,Haut
73257054,0,0.0085,Faible
73257076,0,0.2208,Faible
73257095,0,0.0386,Faible
73257104,0,0.0067,Faible
73257116,0,0.0169,Faible
73257129,0,0.0117,Faible
73257160,0,0.3977,Moyen
73257171,0,0.1856,Faible
73257181,0,0.4021,Moyen
73257209,0,0.2234,Faible
73257260,0,0.1609,Faible
73257278,0,0.2724,Faible
73257293,0,0.0076,Faible
73257297,0,0.1014,Faible
73257298,0,0.2509,Faible
73257358,0,0.009,Faible
73257361,0,0.0134,Faible
73257389,1,0.9977,Haut
73257437,0,0.2729,Faible
73257453,0,0.0299,Faible
73257480,1,0.9969,Haut
73257485,0,0.0091,Faible
73257492,0,0.0082,Faible
73257498,0,0.1444,Faible
73257505,0,0.2208,Faible
73257526,0,0.017,Faible
73257530,0,0.0195,Faible
73257534,0,0.2511,Faible
73257580,1,0.0164,Faible
73257581,1,0.9977,Haut
73257625,0,0.0073,Faible
73257630,0,0.0236,Faible
73257637,1,0.5173,Moyen
73257647,0,0.1007,Faible
73257652,1,0.9969,Haut
73257665,0,0.2444,Faible
73257673,0,0.0104,Faible
73257705,0,0.3017,Moyen
73257736,0,0.0195,Faible
73257763,0,0.6031,Haut
73257771,0,0.3184,Moyen
73257776,0,0.0237,Faible
73257777,0,0.0637,Faible
73257825,0,0.0688,Faible
73257834,1,0.2503,Faible
73257851,0,0.4137,Moyen
73257854,0,0.1812,Faible
73257877,0,0.0125,Faible
73257887,0,0.2533,Faible
73257900,0,0.1269,Faible
73257933,1,0.3077,Moyen
73258012,0,0.0083,Faible
73258042,1,0.9967,Haut
73258043,1,0.9969,Haut
73258099,0,0.0115,Faible
73258114,0,0.2728,Faible
73258153,0,0.2754,Faible
73258193,0,0.3326,Moyen
73258201,0,0.0099,Faible
73258218,0,0.0049,Faible
73258224,0,0.3017,Moyen
73258244,0,0.0079,Faible
73258259,0,0.3017,Moyen
73258315,0,0.035,Faible
73258375,0,0.0125,Faible
73258378,1,0.9978,Haut
73258381,1,0.9969,Haut
73258387,0,0.2217,Faible
73258427,0,0.012,Faible
73258452,0,0.0113,Faible
73258459,0,0.2773,Faible
73258479,0,0.2508,Faible
73258489,0,0.3451,Moyen
73258511,0,0.0078,Faible
73258529,0,0.0103,Faible
73258564,0,0.4267,Moyen
73258583,0,0.4294,Moyen
73258588,1,0.9978,Haut
73258593,0,0.0374,Faible
73258621,0,0.2423,Faible
73258738,0,0.2138,Faible
73258754,1,0.4963,Moyen
73258758,1,0.9969,Haut
73258783,0,0.0101,Faible
73258804,0,0.0128,Faible
73258811,0,0.0047,Faible
73258837,0,0.0206,Faible
73258846,0,0.3232,Moyen
73258856,0,0.149,Faible
73258869,1,0.4509,Moyen
73258876,0,0.2247,Faible
73258912,0,0.0116,Faible
73258995,0,0.0045,Faible
73258996,0,0.0153,Faible
73259035,0,0.2274,Faible
73259042,0,0.0068,Faible
73259065,0,0.1425,Faible
73259093,0,0.0167,Faible
73259094,0,0.013,Faible
73259095,0,0.2542,Faible
73259123,0,0.1804,Faible
73259144,0,0.1362,Faible
73259162,0,0.22,Faible
73259170,0,0.0072,Faible
73259176,0,0.0209,Faible
73259220,0,0.2853,Faible
73259228,0,0.2331,Faible
73259232,0,0.449,Moyen
73259261,0,0.2511,Faible
73259270,0,0.3164,Moyen
73259287,0,0.0135,Faible
73259292,0,0.0099,Faible
73259320,0,0.2472,Faible
73259321,0,0.0109,Faible
73259353,0,0.0109,Faible
73259364,0,0.0215,Faible
73259389,0,0.0077,Faible
73259456,0,0.1915,Faible
73259484,0,0.006,Faible
73259489,1,0.9969,Haut
73259512,0,0.0064,Faible
73259521,1,0.3947,Moyen
73259561,0,0.3161,Moyen
73259574,0,0.3617,Moyen
73259582,0,0.0106,Faible
73259618,0,0.5391,Moyen
73259621,0,0.0104,Faible
