id_client,churn,score_churn,risque_ml
73259687,0,0.7337,Haut
73259695,0,0.0084,Faible
73259753,0,0.2525,Faible
73259755,0,0.0148,Faible
73259764,1,0.9978,Haut
73259778,0,0.1591,Faible
73259788,0,0.1015,Faible
73259795,0,0.3988,Moyen
73259809,0,0.0049,Faible
73259826,0,0.2731,Faible
73259871,0,0.382,Moyen
73259878,1,0.2731,Faible
73259919,0,0.0131,Faible
73259932,0,0.3919,Moyen
73260025,0,0.1902,Faible
73260080,1,0.9962,Haut
73260101,0,0.3014,Moyen
73260107,0,0.0111,Faible
73260115,0,0.0149,Faible
73260144,0,0.0101,Faible
73260149,0,0.2878,Faible
73260207,1,0.2286,Faible
73260212,1,0.9977,Haut
73260244,0,0.3544,Moyen
73260251,0,0.1145,Faible
73260261,0,0.0139,Faible
73260298,0,0.1551,Faible
73260317,0,0.0175,Faible
73260318,0,0.0226,Faible
73260322,1,0.382,Moyen
73260340,0,0.0093,Faible
73260380,0,0.2945,Faible
73260404,0,0.0226,Faible
73260407,0,0.3092,Moyen
73260443,0,0.0545,Faible
73260463,1,0.9978,Haut
73260468,0,0.4263,Moyen
73260503,0,0.0135,Faible
73260504,0,0.3117,Moyen
73260508,0,0.5347,Moyen
73260515,1,0.2096,Faible
73260528,0,0.3123,Moyen
73260532,0,0.3042,Moyen
73260545,0,0.2858,Faible
73260555,0,0.3604,Moyen
73260564,0,0.0071,Faible
73260595,1,0.9967,Haut
73260644,1,0.9978,Haut
73260659,0,0.0068,Faible
73260683,0,0.008,Faible
73260689,1,0.4389,Moyen
73260700,0,0.5852,Moyen
73260713,0,0.4798,Moyen
73260722,0,0.0174,Faible
73260777,0,0.5297,Moyen
73260780,0,0.2307,Faible
73260788,0,0.0134,Faible
73260809,0,0.3798,Moyen
73260919,0,0.3154,Moyen
73260933,0,0.0078,Faible
73260958,1,0.4355,Moyen
73260964,1,0.4162,Moyen
73260968,0,0.2208,Faible
73261011,0,0.0134,Faible
73261047,0,0.0068,Faible
73261056,0,0.0253,Faible
73261071,0,0.0274,Faible
73261134,1,0.3893,Moyen
73261140,0,0.0142,Faible
73261171,1,0.7435,Haut
73261235,0,0.1224,Faible
73261258,0,0.1971,Faible
73261323,0,0.5347,Moyen
73261362,0,0.0117,Faible
73261403,1,0.9978,Haut
73261451,0,0.0091,Faible
73261497,1,0.9969,Haut
73261503,1,0.9977,Haut
73261549,1,0.9969,Haut
73261561,0,0.0157,Faible
73261602,1,0.9978,Haut
73261671,0,0.0094,Faible
73261714,0,0.0182,Faible
73261737,0,0.2958,Faible
73261781,1,0.4659,Moyen
73261788,0,0.0237,Faible
73261793,0,0.0712,Faible
73261814,0,0.0952,Faible
73261834,0,0.0119,Faible
73261899,0,0.0619,Faible
73261902,0,0.2571,Faible
73261911,0,0.0243,Faible
73261927,1,0.9978,Haut
73261952,0,0.0089,Faible
73261967,1,0.9978,Haut
73262004,1,0.9969,Haut
73262027,0,0.0077,Faible
73262033,0,0.2167,Faible
73262035,0,0.4029,Moyen
73262045,0,0.2398,Faible
73262051,0,0.1556,Faible
73262070,0,0.0079,Faible
73262072,0,0.3988,Moyen
73262126,0,0.3978,Moyen
73262163,0,0.5387,Moyen
73262282,1,0.2754,Faible
73262301,1,0.2847,Faible
73262351,0,0.0246,Faible
73262358,1,0.9978,Haut
73262372,1,0.3747,Moyen
73262383,0,0.0126,Faible
73262411,0,0.1844,Faible
73262412,0,0.2386,Faible
73262416,1,0.9978,Haut
73262447,0,0.4162,Moyen
73262495,0,0.1456,Faible
73262515,0,0.0072,Faible
73262556,0,0.0093,Faible
73262568,0,0.0135,Faible
73262569,1,0.9978,Haut
73262626,0,0.4789,Moyen
73262633,0,0.3028,Moyen
73262638,1,0.9978,Haut
73262657,0,0.0312,Faible
73262659,0,0.1388,Faible
73262665,0,0.3919,Moyen
73262675,1,0.2731,Faible
73262677,0,0.0237,Faible
73262681,1,0.3117,Moyen
73262686,0,0.3232,Moyen
73262701,0,0.3691,Moyen
73262715,1,0.9965,Haut
73262741,0,0.0115,Faible
73262753,0,0.4789,Moyen
73262765,1,0.4571,Moyen
73262776,0,0.026,Faible
73262802,0,0.0093,Faible
73262812,0,0.147,Faible
73262821,1,0.9977,Haut
73262866,0,0.3119,Moyen
73262885,1,0.9969,Haut
73262887,0,0.0102,Faible
73262892,0,0.0087,Faible
73262920,0,0.2136,Faible
73262925,0,0.0274,Faible
73262927,1,0.5572,Moyen
73262933,1,0.2892,Faible
73262943,0,0.0151,Faible
73262953,0,0.0797,Faible
73262955,0,0.0246,Faible
73262959,0,0.4072,Moyen
73262961,1,0.9977,Haut
73262963,0,0.25,Faible
73262965,0,0.1558,Faible
73262972,0,0.0168,Faible
73262989,1,0.9978,Haut
73262992,0,0.0135,Faible
73263008,1,0.9977,Haut
73263018,0,0.382,Moyen
73263020,0,0.1282,Faible
73263032,1,0.9967,Haut
73263052,0,0.0096,Faible
73263067,0,0.0047,Faible
73263078,0,0.2423,Faible
73263093,0,0.0119,Faible
73263169,0,0.0083,Faible
73263354,0,0.005,Faible
73264085,0,0.0149,Faible
73264495,0,0.0159,Faible
73264561,0,0.0065,Faible
73264873,0,0.0069,Faible
73265030,0,0.019,Faible
73265039,0,0.0202,Faible
73265159,0,0.014,Faible
73265190,1,0.9978,Haut
73265243,1,0.9978,Haut
73265270,0,0.0277,Faible
73265314,0,0.3279,Moyen
73265325,0,0.0093,Faible
73265333,0,0.0089,Faible
73265389,0,0.0068,Faible
73265406,0,0.0078,Faible
73266010,0,0.0152,Faible
73266129,0,0.008,Faible
73266184,0,0.0202,Faible
73266818,0,0.0096,Faible
73266981,1,0.9978,Haut
73267012,0,0.0758,Faible
73267016,0,0.0192,Faible
73267025,0,0.2511,Faible
73267033,0,0.0074,Faible
73267051,0,0.0085,Faible
73267063,0,0.2048,Faible
73267065,0,0.0058,Faible
73267084,0,0.3161,Moyen
73267088,1,0.5449,Moyen
73267092,1,0.9978,Haut
73267097,1,0.9969,Haut
73267109,0,0.3893,Moyen
73267116,0,0.0237,Faible
73267151,0,0.2366,Faible
73267153,0,0.2183,Faible
73267158,0,0.4033,Moyen
73267166,1,0.9967,Haut
73267215,0,0.0379,Faible
73267270,0,0.0294,Faible
73267273,0,0.3164,Moyen
73267282,0,0.1345,Faible
73267285,0,0.0098,Faible
73267318,0,0.1796,Faible
73267382,1,0.9977,Haut
73267384,1,0.9977,Haut
73267518,0,0.0078,Faible
73267673,1,0.9978,Haut
73267745,0,0.0096,Faible
73267783,0,0.0127,Faible
73267933,0,0.2878,Faible
73268028,0,0.0103,Faible
73268038,1,0.738,Haut
73268167,0,0.449,Moyen
73268174,0,0.2397,Faible
73268180,0,0.3565,Moyen
73268187,1,0.605,Haut
73268193,0,0.0286,Faible
73268197,0,0.0135,Faible
73268231,0,0.3902,Moyen
73268232,0,0.2345,Faible
73268259,0,0.1046,Faible
73268290,0,0.3544,Moyen
73268304,0,0.0041,Faible
73268439,0,0.2138,Faible
73268453,0,0.4267,Moyen
73268465,0,0.0139,Faible
73268487,0,0.3297,Moyen
73268826,0,0.0047,Faible
73270002,0,0.5884,Moyen
73270015,0,0.22,Faible
73270028,0,0.3468,Moyen
73270050,0,0.3988,Moyen
73270080,0,0.1016,Faible
73270088,1,0.253,Faible
73270089,0,0.3189,Moyen
73270175,1,0.9977,Haut
73270183,1,0.3988,Moyen
73270185,0,0.0758,Faible
73270212,1,0.9977,Haut
73270266,0,0.0562,Faible
73270288,0,0.3691,Moyen
73270362,0,0.5884,Moyen
73270404,0,0.2507,Faible
73270411,1,0.5682,Moyen
73270452,0,0.1346,Faible
73270462,0,0.0197,Faible
73270472,1,0.9978,Haut
73270478,1,0.4263,Moyen
73270499,0,0.3709,Moyen
73270529,1,0.3988,Moyen
73270594,1,0.9977,Haut
73270630,0,0.5884,Moyen
73270649,0,0.3728,Moyen
73270650,0,0.0061,Faible
73270697,0,0.4233,Moyen
73270699,0,0.0279,Faible
73270742,1,0.3988,Moyen
73270779,0,0.5115,Moyen
73270795,0,0.2222,Faible
73270799,0,0.2943,Faible
73270824,1,0.9977,Haut
73270827,0,0.0148,Faible
73270914,1,0.9977,Haut
73270927,0,0.3624,Moyen
73270930,0,0.0223,Faible
73270933,1,0.4385,Moyen
73270953,0,0.2878,Faible
73271013,0,0.1769,Faible
73271031,1,0.9973,Haut
73271060,0,0.0235,Faible
73271076,0,0.2511,Faible
73271092,1,0.9977,Haut
73271121,0,0.0284,Faible
73271146,0,0.2183,Faible
73271157,1,0.9978,Haut
73271159,0,0.0309,Faible
73271171,0,0.3988,Moyen
73271175,0,0.2012,Faible
73271192,0,0.0207,Faible
73271215,1,0.9977,Haut
73271216,0,0.2878,Faible
73271298,1,0.9978,Haut
73271304,0,0.3555,Moyen
73271308,0,0.2999,Faible
73271311,0,0.1567,Faible
73271324,0,0.0108,Faible
73271326,1,0.9978,Haut
73271344,1,0.9977,Haut
73271350,0,0.382,Moyen
73271357,1,0.9969,Haut
73271361,1,0.9978,Haut
73271375,0,0.0237,Faible
73271407,0,0.1037,Faible
73271411,0,0.2587,Faible
73271424,0,0.1733,Faible
73271445,0,0.2653,Faible
73271474,0,0.3468,Moyen
73271488,0,0.1152,Faible
73271515,0,0.3254,Moyen
73271524,1,0.9978,Haut
73271564,0,0.2511,Faible
73271653,0,0.0314,Faible
73271679,0,0.3591,Moyen
73271693,0,0.0612,Faible
73271705,0,0.3451,Moyen
73271712,0,0.3468,Moyen
73271722,0,0.236,Faible
73271725,0,0.1333,Faible
73271727,0,0.3942,Moyen
73271772,0,0.1861,Faible
73271875,0,0.1444,Faible
73271877,0,0.3017,Moyen
73271931,1,0.9967,Haut
73271979,0,0.309,Moyen
73272440,1,0.9977,Haut
73272488,0,0.1968,Faible
73272618,0,0.263,Faible
73272662,0,0.402,Moyen
73272669,0,0.3988,Moyen
73272675,0,0.2511,Faible
73272695,0,0.0126,Faible
73272724,0,0.382,Moyen
73273034,1,0.9964,Haut
73273052,0,0.1198,Faible
73273057,0,0.3103,Moyen
73273067,1,0.9964,Haut
73273595,0,0.0116,Faible
73273668,0,0.0314,Faible
73273716,0,0.4263,Moyen
73273762,0,0.0059,Faible
73273899,0,0.3988,Moyen
73273950,0,0.0075,Faible
73274037,0,0.1319,Faible
73274080,0,0.2311,Faible
73274227,1,0.9973,Haut
73274252,1,0.9978,Haut
73274278,0,0.2892,Faible
73274304,0,0.0906,Faible
73274311,0,0.3451,Moyen
73274539,0,0.1521,Faible
73274545,1,0.5884,Moyen
73274575,0,0.3942,Moyen
73274625,0,0.2385,Faible
73274717,0,0.25,Faible
73275155,0,0.3232,Moyen
73275182,1,0.9978,Haut
73275539,0,0.2344,Faible
73275829,0,0.017,Faible
73276165,1,0.5884,Moyen
73276747,1,0.9964,Haut
73277935,0,0.0063,Faible
73278083,0,0.0078,Faible
73278241,1,0.9969,Haut
73278398,0,0.3317,Moyen
73278535,1,0.3593,Moyen
73278614,0,0.3451,Moyen
73278714,0,0.6661,Haut
73280057,0,0.0075,Faible
73280073,0,0.0066,Faible
73280082,0,0.0075,Faible
73280248,0,0.4144,Moyen
73280285,0,0.0696,Faible
73281501,0,0.3043,Moyen
73281510,0,0.0076,Faible
73281511,1,0.9978,Haut
73281514,1,0.9978,Haut
73281518,1,0.9969,Haut
73281523,1,0.2603,Faible
73281527,0,0.0074,Faible
73281530,0,0.2331,Faible
73281531,0,0.2315,Faible
73281537,0,0.2271,Faible
73281546,0,0.0099,Faible
73281552,0,0.16,Faible
73281560,0,0.0087,Faible
73281567,0,0.3418,Moyen
73281569,0,0.012,Faible
73281572,0,0.0232,Faible
73281576,0,0.0342,Faible
73281577,0,0.0092,Faible
73281579,0,0.0034,Faible
73281582,0,0.236,Faible
73281585,0,0.3769,Moyen
73281592,1,0.5684,Moyen
73281593,1,0.3953,Moyen
73281596,0,0.3258,Moyen
73281598,0,0.0101,Faible
73281614,0,0.382,Moyen
73281624,0,0.382,Moyen
73281636,0,0.3232,Moyen
73282003,0,0.0102,Faible
73282414,1,0.9969,Haut
73282428,0,0.159,Faible
73282432,1,0.2579,Faible
73282433,0,0.0205,Faible
73282435,0,0.1839,Faible
73282444,1,0.3375,Moyen
73282480,1,0.2982,Faible
73282486,1,0.9978,Haut
73282494,0,0.1879,Faible
73282513,0,0.3624,Moyen
73282515,0,0.3942,Moyen
73282566,0,0.1858,Faible
73282570,0,0.3161,Moyen
73282594,0,0.2731,Faible
73282605,0,0.613,Haut
73282607,1,0.9977,Haut
73282623,1,0.4486,Moyen
73282631,1,0.9977,Haut
73282637,0,0.3154,Moyen
73282649,1,0.9978,Haut
73282664,0,0.2511,Faible
73282672,0,0.0974,Faible
73282673,0,0.3877,Moyen
73282675,0,0.0103,Faible
73282689,0,0.1014,Faible
73282697,0,0.2115,Faible
73282765,0,0.3988,Moyen
73282791,0,0.382,Moyen
73282827,1,0.9977,Haut
73282875,0,0.0279,Faible
73282876,0,0.22,Faible
73282881,0,0.2465,Faible
73282889,0,0.3468,Moyen
73282893,0,0.3017,Moyen
73282908,0,0.3399,Moyen
73282943,0,0.2641,Faible
73282965,1,0.9978,Haut
73282968,1,0.9978,Haut
73282974,0,0.0275,Faible
73282987,1,0.5347,Moyen
73283092,0,0.3017,Moyen
73283165,0,0.0198,Faible
73283198,1,0.5119,Moyen
73283296,0,0.0114,Faible
73283338,0,0.1442,Faible
73283343,0,0.3949,Moyen
73283467,0,0.0072,Faible
73283501,0,0.0214,Faible
73283523,1,0.2397,Faible
73283531,1,0.9969,Haut
73283597,0,0.4146,Moyen
73283653,0,0.0266,Faible
73283656,0,0.4211,Moyen
73283690,0,0.4927,Moyen
73283695,0,0.0119,Faible
73283725,1,0.4714,Moyen
73283736,0,0.1127,Faible
73284013,0,0.2715,Faible
73284016,0,0.3161,Moyen
73284037,0,0.4789,Moyen
73284038,0,0.0503,Faible
73284039,1,0.9969,Haut
73284067,1,0.9978,Haut
73284076,0,0.0099,Faible
73284083,0,0.0108,Faible
73284170,0,0.3085,Moyen
73284180,0,0.0165,Faible
73284245,0,0.0618,Faible
73284298,0,0.2511,Faible
73284340,1,0.9978,Haut
73284365,0,0.0084,Faible
73284377,0,0.3997,Moyen
73284486,1,0.678,Haut
73284497,0,0.2622,Faible
73284524,0,0.1935,Faible
73284573,1,0.9967,Haut
73284675,0,0.0946,Faible
73284705,0,0.0173,Faible
73284758,0,0.6642,Haut
73284837,0,0.4029,Moyen
73284869,0,0.0407,Faible
73284884,0,0.0165,Faible
73284890,0,0.193,Faible
73284920,0,0.4155,Moyen
73284941,0,0.198,Faible
73284966,0,0.369,Moyen
73285032,0,0.0229,Faible
73285040,0,0.0164,Faible
73285120,0,0.0184,Faible
73285232,0,0.3187,Moyen
73285284,1,0.9977,Haut
73285335,1,0.3161,Moyen
73285348,1,0.9977,Haut
73285396,0,0.0079,Faible
73285408,0,0.3017,Moyen
73285460,0,0.3988,Moyen
73285502,0,0.4449,Moyen
73285503,0,0.3017,Moyen
73285508,0,0.1812,Faible
73285520,0,0.249,Faible
73285522,0,0.0317,Faible
73285524,0,0.0119,Faible
73285525,0,0.0072,Faible
73285526,1,0.9978,Haut
73285528,0,0.369,Moyen
73285529,0,0.0237,Faible
73285531,0,0.2511,Faible
73285544,0,0.1542,Faible
73285563,0,0.621,Haut
73285589,0,0.0078,Faible
73285603,1,0.9977,Haut
73285604,1,0.9967,Haut
73285607,1,0.3102,Moyen
73285608,0,0.0123,Faible
73285609,0,0.2754,Faible
73286061,0,0.4164,Moyen
73286112,0,0.0259,Faible
73286128,0,0.0098,Faible
73286169,0,0.3146,Moyen
73286190,0,0.0059,Faible
73286225,0,0.3017,Moyen
73286248,0,0.008,Faible
73286257,0,0.0164,Faible
73286270,0,0.0061,Faible
73286279,0,0.4866,Moyen
73286294,0,0.4041,Moyen
73286302,0,0.0239,Faible
73286318,1,0.9978,Haut
73286340,0,0.0162,Faible
73286476,0,0.0185,Faible
73286480,0,0.0195,Faible
73286484,0,0.0086,Faible
73286496,0,0.0098,Faible
73286499,0,0.0264,Faible
73286537,0,0.0086,Faible
73286544,0,0.0079,Faible
73286554,0,0.0113,Faible
73288019,0,0.0154,Faible
73288025,0,0.4047,Moyen
73288044,0,0.0243,Faible
73288054,0,0.3799,Moyen
73288068,0,0.0058,Faible
73288090,0,0.2847,Faible
73288129,0,0.0079,Faible
73288135,0,0.3988,Moyen
73288144,0,0.0125,Faible
73288148,0,0.0089,Faible
73288149,1,0.9978,Haut
73288181,0,0.3161,Moyen
73288193,1,0.167,Faible
73288254,0,0.0185,Faible
73288255,0,0.2587,Faible
73288259,0,0.0143,Faible
73288270,0,0.3236,Moyen
73288341,0,0.0154,Faible
73288399,0,0.3781,Moyen
73288404,0,0.0064,Faible
73288409,0,0.2222,Faible
73288418,0,0.0119,Faible
73288462,0,0.0074,Faible
73288480,1,0.0246,Faible
73288497,0,0.0068,Faible
73288527,0,0.0121,Faible
73288533,0,0.008,Faible
73288543,0,0.008,Faible
73288554,1,0.9977,Haut
73288567,0,0.3544,Moyen
73288581,0,0.0221,Faible
73288608,0,0.0095,Faible
73288623,0,0.0178,Faible
73288670,1,0.9978,Haut
73288675,1,0.9978,Haut
73288693,0,0.0098,Faible
73288703,0,0.0127,Faible
73288707,1,0.3201,Moyen
73288712,1,0.468,Moyen
73288739,0,0.0098,Faible
73288759,0,0.25,Faible
73288805,0,0.0083,Faible
73288826,0,0.0148,Faible
73288832,0,0.1912,Faible
73288844,0,0.2331,Faible
73288852,0,0.1686,Faible
73288855,0,0.0271,Faible
73288862,0,0.0126,Faible
73288864,0,0.0106,Faible
73288870,1,0.9978,Haut
73288871,0,0.0152,Faible
73288872,0,0.0104,Faible
73288878,0,0.0134,Faible
73288879,0,0.0169,Faible
73288882,0,0.0099,Faible
73288883,0,0.0162,Faible
73288884,0,0.1844,Faible
73288889,0,0.0079,Faible
73288890,1,0.9969,Haut
73288897,0,0.4522,Moyen
73288901,0,0.0134,Faible
73288920,0,0.0101,Faible
73289290,1,0.9977,Haut
73289599,0,0.0099,Faible
73290032,1,0.0684,Faible
73290042,0,0.382,Moyen
73290043,0,0.259,Faible
73290047,0,0.2878,Faible
73290055,0,0.0045,Faible
73290087,0,0.2338,Faible
73290089,0,0.3085,Moyen
73290095,0,0.0547,Faible
73290110,0,0.2125,Faible
73290130,0,0.4768,Moyen
73290132,0,0.1968,Faible
73290142,0,0.008,Faible
73290193,0,0.2351,Faible
73290240,1,0.9977,Haut
73290258,0,0.4422,Moyen
73290290,1,0.6495,Haut
73290294,0,0.2452,Faible
73290337,0,0.3388,Moyen
73290457,0,0.0048,Faible
73290526,0,0.0095,Faible
73290585,0,0.0075,Faible
73291338,1,0.9969,Haut
73291794,1,0.9978,Haut
73292636,0,0.0098,Faible
73293016,1,0.9967,Haut
73293293,0,0.011,Faible
73293363,0,0.0206,Faible
73293578,1,0.9973,Haut
73293604,0,0.0166,Faible
73293702,0,0.0237,Faible
73293710,1,0.5402,Moyen
73293766,1,0.402,Moyen
73295004,0,0.2127,Faible
73295027,0,0.0179,Faible
73295039,0,0.0134,Faible
73295049,0,0.1831,Faible
73295057,0,0.0094,Faible
73295059,0,0.0167,Faible
73295084,0,0.0087,Faible
73295086,0,0.0237,Faible
73295152,1,0.9977,Haut
73295159,0,0.0141,Faible
73295185,1,0.5457,Moyen
73295202,0,0.0093,Faible
73295206,0,0.0106,Faible
73295225,0,0.382,Moyen
73295229,0,0.1924,Faible
73295245,0,0.0073,Faible
73295259,1,0.405,Moyen
73295267,0,0.3722,Moyen
73295277,0,0.0194,Faible
73295298,0,0.0098,Faible
73295302,0,0.0805,Faible
73295324,0,0.3893,Moyen
73295341,0,0.0067,Faible
73295350,0,0.0207,Faible
73295402,0,0.0076,Faible
73295453,0,0.3149,Moyen
73295515,0,0.271,Faible
73295528,0,0.1968,Faible
73295532,0,0.3154,Moyen
73295547,0,0.0052,Faible
73295560,0,0.0164,Faible
73295570,1,0.9973,Haut
73295579,1,0.5028,Moyen
73295610,0,0.0059,Faible
73295705,0,0.0146,Faible
73296002,1,0.3702,Moyen
73296108,0,0.2055,Faible
73296164,0,0.4263,Moyen
73296255,0,0.4814,Moyen
73296381,0,0.0086,Faible
73296382,0,0.2511,Faible
73296430,0,0.5402,Moyen
73296450,0,0.0236,Faible
73296452,1,0.9978,Haut
73296545,0,0.3154,Moyen
73296596,0,0.22,Faible
73296608,0,0.0206,Faible
73296645,1,0.9978,Haut
73296675,0,0.0092,Faible
73296681,0,0.3418,Moyen
73296881,1,0.9978,Haut
73296917,0,0.2625,Faible
73296997,0,0.6374,Haut
73297018,0,0.0176,Faible
73297025,1,0.9975,Haut
73297049,0,0.2895,Faible
73297077,0,0.2174,Faible
73297092,0,0.4263,Moyen
73297128,0,0.0195,Faible
73297189,1,0.9967,Haut
73297260,0,0.352,Moyen
73297262,1,0.9973,Haut
73297291,0,0.0118,Faible
73297322,0,0.2186,Faible
73297347,0,0.4814,Moyen
73297361,1,0.9978,Haut
73297452,0,0.3569,Moyen
73297496,1,0.3555,Moyen
73297561,0,0.3988,Moyen
73297600,0,0.5884,Moyen
73297605,0,0.025,Faible
73297651,0,0.0079,Faible
73297686,0,0.3229,Moyen
73297729,0,0.382,Moyen
73297822,0,0.0128,Faible
73297848,1,0.9978,Haut
73297859,0,0.3232,Moyen
73297860,1,0.3919,Moyen
73297883,0,0.3978,Moyen
73297942,0,0.0071,Faible
73297943,0,0.3477,Moyen
73297978,0,0.2511,Faible
73297994,1,0.9967,Haut
73297999,1,0.9978,Haut
73298001,1,0.9978,Haut
73298044,1,0.5975,Moyen
73298050,0,0.3154,Moyen
73298059,0,0.0103,Faible
73298073,0,0.0867,Faible
73298098,0,0.1942,Faible
73298099,1,0.4646,Moyen
73298108,0,0.3154,Moyen
73298109,1,0.9973,Haut
73298145,1,0.419,Moyen
73298146,0,0.2458,Faible
73298158,0,0.2635,Faible
73298167,0,0.3919,Moyen
73298178,0,0.0758,Faible
73298192,0,0.5402,Moyen
73298208,0,0.0364,Faible
73298229,0,0.3175,Moyen
73298253,0,0.0063,Faible
73298263,0,0.5091,Moyen
73298497,0,0.0068,Faible
73298563,0,0.2312,Faible
73298598,0,0.0079,Faible
73298626,0,0.402,Moyen
73298669,0,0.0636,Faible
73298770,0,0.0323,Faible
73298977,0,0.0151,Faible
73299709,1,0.4803,Moyen
73300013,1,0.9978,Haut
73300020,0,0.0074,Faible
73300036,1,0.9978,Haut
73300044,0,0.2694,Faible
73300065,0,0.4174,Moyen
73300085,1,0.382,Moyen
73300098,0,0.0198,Faible
73300102,1,0.9977,Haut
73300103,0,0.0249,Faible
73300115,0,0.3149,Moyen
73300136,0,0.008,Faible
73300152,1,0.4369,Moyen
73300161,1,0.9967,Haut
73300163,0,0.2008,Faible
73300195,1,0.4146,Moyen
73300217,1,0.6642,Haut
73300219,1,0.9978,Haut
73300232,1,0.34,Moyen
73300247,1,0.2355,Faible
73300256,1,0.9977,Haut
73300311,0,0.4146,Moyen
73300327,1,0.9978,Haut
73300349,1,0.9978,Haut
73300357,0,0.008,Faible
73300428,1,0.9962,Haut
73300431,0,0.5649,Moyen
73300546,1,0.9978,Haut
73300580,1,0.5682,Moyen
73300590,0,0.0064,Faible
73300626,0,0.0269,Faible
73300644,0,0.0064,Faible
73300648,0,0.4072,Moyen
73300651,0,0.0085,Faible
73300667,1,0.7651,Haut
73300727,1,0.3154,Moyen
73300734,0,0.0314,Faible
73300740,0,0.0157,Faible
73300752,1,0.9969,Haut
73300768,0,0.3232,Moyen
73300772,1,0.9967,Haut
73300790,0,0.0081,Faible
73300918,1,0.9978,Haut
73300921,1,0.9967,Haut
73300932,0,0.1769,Faible
73300943,1,0.9978,Haut
73300946,1,0.9978,Haut
73300959,0,0.449,Moyen
73300982,0,0.0975,Faible
73301026,0,0.2979,Faible
73301035,1,0.3434,Moyen
73301077,1,0.9978,Haut
73301097,0,0.2992,Faible
73301098,1,0.9978,Haut
73301099,0,0.2012,Faible
73301125,1,0.4285,Moyen
73301162,0,0.3739,Moyen
73301173,0,0.0259,Faible
73301201,1,0.998,Haut
73301238,0,0.0092,Faible
73301249,1,0.3747,Moyen
73301302,1,0.9978,Haut
73301308,1,0.9977,Haut
73301391,0,0.012,Faible
73301422,1,0.4789,Moyen
73301482,0,0.4242,Moyen
73301506,1,0.9967,Haut
73301573,0,0.049,Faible
73301578,0,0.0126,Faible
73301588,1,0.9978,Haut
73301695,1,0.9978,Haut
73301700,1,0.4263,Moyen
73301710,0,0.0063,Faible
73301723,1,0.9978,Haut
73301743,0,0.0076,Faible
73301755,0,0.5915,Moyen
73301758,1,0.9978,Haut
73301779,1,0.9967,Haut
73301806,1,0.9973,Haut
73301812,1,0.5254,Moyen
73301820,1,0.9978,Haut
73301825,1,0.5987,Moyen
73301844,0,0.3941,Moyen
73301875,0,0.0099,Faible
73301880,1,0.9978,Haut
73301887,1,0.1956,Faible
73301895,1,0.9977,Haut
73301951,0,0.1932,Faible
73301959,0,0.0086,Faible
73301994,0,0.0167,Faible
73302051,1,0.9978,Haut
73302097,1,0.9962,Haut
73302119,1,0.9978,Haut
73302151,0,0.0177,Faible
73302192,0,0.0101,Faible
73302194,0,0.0066,Faible
73302205,0,0.0098,Faible
73302294,1,0.9973,Haut
73302370,0,0.0079,Faible
73302383,0,0.3448,Moyen
73302441,1,0.9967,Haut
73302510,1,0.9967,Haut
73302521,1,0.9978,Haut
73302567,1,0.9977,Haut
73302583,1,0.9967,Haut
73302633,0,0.2751,Faible
73302649,0,0.0081,Faible
73302654,1,0.9978,Haut
73302671,1,0.4789,Moyen
73302686,1,0.4977,Moyen
73302695,1,0.9977,Haut
73302794,1,0.2996,Faible
73302833,1,0.9978,Haut
73302864,1,0.9967,Haut
73302929,0,0.2498,Faible
73302981,1,0.348,Moyen
73302988,1,0.9978,Haut
73303033,1,0.4912,Moyen
73303132,1,0.3472,Moyen
73303147,0,0.4817,Moyen
73303193,0,0.0198,Faible
73303268,1,0.6642,Haut
73303467,0,0.0167,Faible
73303471,1,0.449,Moyen
73303478,1,0.5872,Moyen
73303567,1,0.9978,Haut
73303592,1,0.4414,Moyen
73303600,0,0.0062,Faible
73303615,1,0.5324,Moyen
73303629,1,0.9978,Haut
73303832,0,0.0068,Faible
73303886,1,0.9967,Haut
73303942,1,0.9978,Haut
73304000,1,0.998,Haut
73304073,1,0.9978,Haut
73304106,0,0.0314,Faible
73304173,0,0.0082,Faible
73304294,1,0.9978,Haut
73304313,1,0.4263,Moyen
73304488,1,0.2977,Faible
73304940,0,0.4146,Moyen
73305008,1,0.9973,Haut
73305012,1,0.9978,Haut
73305162,1,0.9967,Haut
73305256,1,0.9967,Haut
73305453,1,0.9973,Haut
73305485,1,0.9967,Haut
73305529,1,0.9977,Haut
73305553,1,0.9978,Haut
73305555,1,0.9978,Haut
73305596,1,0.9978,Haut
73305613,1,0.4789,Moyen
73305622,1,0.9967,Haut
73305664,1,0.9978,Haut
73305725,0,0.3017,Moyen
73305767,1,0.1802,Faible
73305771,1,0.9975,Haut
73305787,0,0.0201,Faible
73305793,1,0.9978,Haut
73305798,0,0.3843,Moyen
73305803,1,0.2898,Faible
73305808,1,0.4675,Moyen
73305820,1,0.6642,Haut
73305850,0,0.4107,Moyen
73305994,1,0.4561,Moyen
73305998,0,0.0064,Faible
73305999,0,0.0065,Faible
73308063,0,0.0214,Faible
73308065,1,0.9977,Haut
73308068,0,0.0206,Faible
73308075,0,0.2247,Faible
73308119,1,0.5171,Moyen
73308122,1,0.9978,Haut
73308129,1,0.9977,Haut
73308139,1,0.9967,Haut
73308144,0,0.2286,Faible
73308155,0,0.1351,Faible
73308160,0,0.2472,Faible
73308198,0,0.4267,Moyen
